# timestamp,mag_x,mag_y,mag_z
1527409023966,-32.865906,-11.611938,-10.322571
1527409023976,-32.865906,-11.611938,-10.322571
1527409023986,-33.447266,-7.356262,-11.369324
1527409023995,-33.447266,-7.356262,-11.369324
1527409024006,-32.948303,-7.8689575,-11.180115
1527409024016,-32.948303,-7.8689575,-11.180115
1527409024026,-33.944702,-13.061523,-8.201599
1527409024036,-33.944702,-13.061523,-8.201599
1527409024046,-33.158875,-14.976501,-8.728027
1527409024056,-33.158875,-14.976501,-8.728027
1527409024066,-33.5083,-14.302063,-8.303833
1527409024077,-33.5083,-14.302063,-8.303833
1527409024088,-32.244873,-13.850403,-8.102417
1527409024098,-32.244873,-13.850403,-8.102417
1527409024108,-32.36847,-12.130737,-8.912659
1527409024118,-32.36847,-12.130737,-8.912659
1527409024129,-33.27942,-11.668396,-9.883118
1527409024139,-33.27942,-11.668396,-9.883118
1527409024149,-31.703186,-10.740662,-9.831238
1527409024161,-31.703186,-10.740662,-9.831238
1527409024171,-32.36847,-13.7146,-9.484863
1527409024181,-32.36847,-13.7146,-9.484863
1527409024191,-33.016968,-11.779785,-9.715271
1527409024201,-33.016968,-11.779785,-9.715271
1527409024212,-32.250977,-9.225464,-9.893799
1527409024222,-33.87909,-12.319946,-10.810852
1527409024232,-33.87909,-12.319946,-10.810852
1527409024242,-33.87909,-12.319946,-10.810852
1527409024252,-32.888794,-10.308838,-12.034607
1527409024263,-32.888794,-10.308838,-12.034607
1527409024274,-33.20923,-13.977051,-7.83844
1527409024284,-32.928467,-12.336731,-11.376953
1527409024294,-32.928467,-12.336731,-11.376953
1527409024304,-31.643677,-13.189697,-9.005737
1527409024315,-31.643677,-13.189697,-9.005737
1527409024325,-31.393433,-13.438416,-10.360718
1527409024335,-31.393433,-13.438416,-10.360718
1527409024344,-33.976746,-16.540527,-5.6762695
1527409024355,-33.976746,-16.540527,-5.6762695
1527409024366,-33.55713,-13.294983,-9.2453
1527409024376,-33.55713,-13.294983,-9.2453
1527409024386,-33.644104,-12.731934,-8.805847
1527409024396,-33.644104,-12.731934,-8.805847
1527409024406,-35.55298,-17.471313,-4.96521
1527409024415,-35.55298,-17.471313,-4.96521
1527409024426,-32.58362,-14.614868,-8.099365
1527409024436,-32.58362,-14.614868,-8.099365
1527409024446,-32.369995,-13.719177,-8.721924
1527409024456,-32.369995,-13.719177,-8.721924
1527409024466,-32.662964,-17.082214,-7.1273804
1527409024475,-32.662964,-17.082214,-7.1273804
1527409024486,-33.181763,-13.6779785,-9.21936
1527409024496,-33.181763,-13.6779785,-9.21936
1527409024506,-32.852173,-17.686462,-6.5109253
1527409024515,-32.852173,-17.686462,-6.5109253
1527409024526,-33.969116,-13.342285,-10.48584
1527409024536,-33.969116,-13.342285,-10.48584
1527409024546,-32.30591,-12.989807,-8.735657
1527409024556,-32.30591,-12.989807,-8.735657
1527409024566,-32.99713,-14.668274,-8.422852
1527409024576,-32.99713,-14.668274,-8.422852
1527409024586,-32.429504,-12.850952,-10.72998
1527409024596,-32.429504,-12.850952,-10.72998
1527409024606,-34.265137,-19.87915,-8.96759
1527409024616,-34.265137,-19.87915,-8.96759
1527409024626,-31.936646,-16.552734,-7.411194
1527409024636,-31.936646,-16.552734,-7.411194
1527409024647,-32.574463,-17.642212,-8.331299
1527409024657,-32.574463,-17.642212,-8.331299
1527409024667,-32.0755,-18.154907,-8.14209
1527409024678,-32.0755,-18.154907,-8.14209
1527409024688,-32.873535,-16.38031,-8.680725
1527409024698,-32.873535,-16.38031,-8.680725
1527409024708,-32.495117,-15.168762,-10.523987
1527409024720,-32.495117,-15.168762,-10.523987
1527409024730,-30.85785,-15.103149,-9.532166
1527409024739,-30.85785,-15.103149,-9.532166
1527409024750,-31.869507,-14.225769,-9.60083
1527409024760,-31.869507,-14.225769,-9.60083
1527409024771,-30.627441,-18.693542,-6.5338135
1527409024780,-30.627441,-18.693542,-6.5338135
