6.980275511741638184e-01,-7.205247282981872559e-01,3.109911456704139709e-02,-2.118943259119987488e-03
6.954466104507446289e-01,-6.915749907493591309e-01,6.221969611942768097e-03,1.637512631714344025e-02
6.751534342765808105e-01,-6.731570363044738770e-01,-1.883862167596817017e-01,1.883147954940795898e-01
3.704478442668914795e-01,-3.829717040061950684e-01,-2.813808917999267578e-01,3.851956129074096680e-01
2.657173275947570801e-01,-2.538295388221740723e-01,-2.378116548061370850e-01,2.411671280860900879e-01
-3.205970525741577148e-01,3.371576070785522461e-01,3.701004981994628906e-01,-3.548528552055358887e-01
3.655197024345397949e-01,-3.878374695777893066e-01,-3.692333698272705078e-01,3.676722347736358643e-01
4.208716750144958496e-01,-4.432284533977508545e-01,-4.260909259319305420e-01,4.450628161430358887e-01
2.158021330833435059e-01,-2.219643741846084595e-01,-2.245852053165435791e-01,2.595485150814056396e-01
-5.327501147985458374e-02,5.642588809132575989e-02,1.801971793174743652e-01,-1.344888508319854736e-01
-4.883583784103393555e-01,5.404073596000671387e-01,5.435279607772827148e-01,-5.151277184486389160e-01
-3.781203031539916992e-01,4.037951827049255371e-01,4.430128335952758789e-01,-4.171452820301055908e-01
-6.013795137405395508e-01,6.505889296531677246e-01,6.354364156723022461e-01,-6.208209991455078125e-01
-3.793849945068359375e-01,4.106078743934631348e-01,4.065125286579132080e-01,-3.737125396728515625e-01
-3.903740644454956055e-01,4.202064871788024902e-01,3.960555791854858398e-01,-3.675492405891418457e-01
-4.012150764465332031e-01,4.275434017181396484e-01,4.159800410270690918e-01,-3.998644351959228516e-01
-4.601809978485107422e-01,4.839000701904296875e-01,4.913786649703979492e-01,-4.872270822525024414e-01
-3.608194291591644287e-01,3.813298344612121582e-01,3.892202675342559814e-01,-3.652052879333496094e-01
-3.014573454856872559e-01,3.204534649848937988e-01,3.181077837944030762e-01,-3.084732890129089355e-01
-4.114317595958709717e-01,4.424763619899749756e-01,4.169987738132476807e-01,-3.942493796348571777e-01
-5.195373296737670898e-01,5.465022921562194824e-01,5.910574197769165039e-01,-5.768858790397644043e-01
